text,label,language
このイヤホン、何よりコスパに優れています。イヤーピースを紛失したり、あるいは破損しても直ちに買い換えられます。音質面においても高音はいくらか伸び悩むものの、迫力ある豊かな低音を響かせてくれます。遮音性は若干低め。ですが、何より特筆すべきは優れた装着感です。楕円形状ポートを採用したことによって、驚くべきほどに簡単かつ快適に装着できるほか、筐体が小さいため、枕に横になりつつ使用しても痛まないのです。外出時の使用にも耐えうる性能を備えていますが、寝フォンとしてもオススメ出来ます。これらのことから、同価格帯のイヤホンから頭一つ抜けた、実用レベルの性能を備えた高コスパイヤホンとしてオススメできます！,positive,ja
"The idea behind this movie was great. The story of a little girl facing abuse (both emotional and physical) and trying to deal with it and survive. What makes the movie fall apart is the terrible use of voice overs and the corny dialog. The actors have to point out the most obvious things over and over again. Also, there is very tedious, almost funny, overuse of metaphors in the voice overs. The high point is the acting of the little girl. Nice try, but this one's a stinker.",negative,en
"Perfekt für das Schlafzimmer (Klarstein Silent Storm)
Ich habe bis jetzt einige Standventilatoren getestet und habe sie enttäuscht wieder zurückgeschickt. Alle sollten angeblich sehr leise und Schlafzimmer geeignet sein. Das war aber bis jetzt keiner. Der Klarstein ist der erste Standventilator, der wirklich leise ist. Ich würde ihn auf der leisesten Stufe als lautlos bezeichnen. Natürlich ist die Drehzahl dann sehr niedrig aber man merkt deutlich noch ein Lüftchen. Er hat dazu noch viele Funktionen und Einstellmöglichkeiten, die viele andere Standventilatoren nicht haben. Von mir eine klare Kaufempfehlung!",positive,de
@user السلام عليكم بستفسر كم نسبه الفائده بالتمويل الشخصي وكم راتب تعطون؟,neutral,ar
"不具合商品、対応最悪
不具合あり、ショップに連絡すると、画像で確認させてほしい。写真送ると今度は動画送ってほしい。 いつ不具合なるかもわからないのにカメラ構えてれってか？酷い対応ですね。 amazonさん。ちゃんとショップの査定管理した下さい！",negative,ja
mai 35 ka hu,negative,en
"옥돔구이 특, 전복뚝배기 특 두 개 합쳐서 5만 원, 공깃밥 별도로 주문에 체크돼있네요. 가격 대비 정말 비추천입니다. 블로그 글 보면 맛있다고들 하는데 솔직한 맛 쓰겠습니다. 옥돔구이는 맛있으나 뚝배기는 그냥 국물 시원한 맛으로 만 먹어야 합니다. 가격 대비 정말 별로입니다....",negative,ko
"Value investor Daniel Loeb (Trades, Portfolio) thinks Amazon.com Inc. ( AMZN , Financial) is deeply undervalued. In the fourth-quarter letter to investors of his hedge fund, Third Point, he highlights the company as one of the best opportunities on the market right now.",positive,en
"Needed a bigger size for my pot
Too big ordered wrong size",neutral,en
Tümen bölgeye intikal ettirilmiştir.,neutral,en
Ertesi gün hayatını kaybetti.,neutral,en
çok güzel bir ürün iyi ki almışım böyle bir ürünü diğer sitelerden bezerlerini aldım ama bu kadar kullanışlı ve sağlam değildi.hepsi burada sitesine de çek teşekkür ederim ürün çok kısa bir sürede elime geçti.,positive,tr
Hello. My name is Coach Hasril bin Noordin. I write to complain on your bad service at Pavilion outlet. I called one Mr Lim at hp no 0125787842 twice but he did not answer my call. I asked your restaurant manager for her name three times but she refused to give her name until I persisted she gave her name as Audrey. What kind of training you give your staff that blatantly does not obliged customer request. I also SMS Mr Lim to lodge the complained and for him to call me. Unfortunately he did not reply #badservice #dollydimsum #lousyservice #coachhasril #pavilionoutlet,negative,en
"Cute but cheap
Cute but it's really something you can get out of the bubble gum machine necklace broke and I've only had for 2 weeks",negative,en
i dont think charging grabpay immediately while searching for grabshare driver is correct. if there is still no grabshate driver a certain amount is floated/put on hold so if i want to try again. the amount is not available because it is still on hold . why not charge it after the right like grabcar rides?,negative,en
吸引力が素晴らしく、バリエーション豊かな振動も気持ちいいです。ホースの長さは適当で、耐久性も十分にあると思います。,positive,ja
마지막 엔딩 소름끼쳤다,positive,ko
"So ein Bullshit!!!
Es lief ein mal und dann konnte ich es nicht mehr erfolgreich koppeln und wo es beim ersten mal lief war der Ton auch bloß solala so ein Hintergrund rauschen",negative,de
虽然不是太严重的问题，但是如果想看一下注释的内容还是非常麻烦的。我已经向客服说明了这个问题，到现在也一直没有进行修复！,neutral,zh
"Located in pj sea park...must come n try it out!! All the pork lover ....u can order ""pork rib"" , xx bak gua, lazy bone rice and very nice staff here..",positive,en
폭풍저그 홍진호 포에버~,neutral,ko
"pesimo
se sale por todos los lados....no lo recomiendo para nada los he tenido que tirar a la basura dinero tirado",negative,es
"Radio
Klasse Gerät und leicht zu bedienen.",positive,de
"！！！！
用三个月，没摔过屏幕就出问题了，会保修吗？怎么联系",positive,zh
"Très bon produit
Cette tige de selle est de bonne facture, fonctionne plutôt très bien. Très bon complément pour mon vtt électrique semi-rigide.",positive,fr
"Заказывала с али впервые! Очень довольна продавцом, сразу написал как заказала и отправили на следующий день, пришло за 7 дней! Просто супер ! Упаковано отлично, продавец положил резинку для волос в подарок. Качество просто супер ! Посмотрим что будет после стирки, но я думаю что все будет отлично. За свои деньги это просто супер! Советую",positive,ru
"A waste of time with rude waiters, poor food and questionable hygiene all round.
The owners seem only interested in making money and not providing quality service.
definitely not worth a second visit",negative,en
우리가 기억해야 할 내용이라고 생각합니다,positive,ko
"sehr übler Geruch
Der üble Geruch dieser Blätter stieg schon aus der ungeöffneten Verpackung auf. Sie riechen extrem nach Urin oder einer Chemikalie mit ähnlichem Geruch. Ich kann sie unmöglich zu Dekorieren benutzen.",negative,de
"무덤덤한 로맨스이지만, 지루하진 않았다.",neutral,ko
"Very nice hotel. Service was spot on, always there to help. Rooms are nice, but view not so nice. Think this is the case with most hotels in New York. Very clean and tidy, in a GREAT central location.
Would stay here again.",positive,en
"I brought the family for dinner, mom and dad's anniversary is today. We ordered prime rib all around, we have had it before and it is excellent I have no complaint with the food, that's why I give it a three star. My complaint is with the wait staff. My wife has allergies she cannot drink alcohol or the root beer that goes with the meal and the waiter would not even substitute a diet soda in their place. Then we did not see the waiter until he brought the check, our meal was brought out by kitchen staff and we were not checked on till the check came. We were not offered any refills or rolls or butter nothing. I will return for another meal just because the food is good and the prices are great. Someone needs to focus on the wait staff and introduce them to customer service.",negative,en
这个好。买家也不公开,neutral,zh
الكتاب خفيف يحوي بعض اللطائف الجميلة لكن تكثر فيه الأحاديث غير الصحيحة التي لم تسند لرسول الله عليه الصلاة والسلام كما أن فيه مغالاة واضحة في وصف رسول الله والحديث عن رفعة مقامه وقدسية روحه وأسراره وعن رحلة الإسراء والمعراج وحديثه مع الله تبارك وتعالى . ومثل هكذا مغالاة وتخاريف أكثر ما يشين الصوفية .,neutral,ar
最初は良かったのですが時間が経つにつれて機嫌が悪くなり、ブチブチ途切れて不快です。 他社製のヘッドホンと相性が悪いのでしょうか？説明書が英語なのは仕方がありませんが、説明画像が初期のPS4のメニューだったため少し分かりにくかったです。安いので試してみるのはいいと思いますが私は失敗でした。,negative,ja
"Eigentlich sehr gut
Eigentlich sehr gut Ist Einmal runter gefallen blöd auf die Ecke gekracht und kaputt Nicht dolle aber beim Öffnen muss man jetzt aufpassen schade hätte gedacht es hält einen kleinen Sturz aus",neutral,de
"""Caporal chef Laporte du 3ème gènie, je suis français moi, vive la France, vive la France""...Ces quelques mots de Bourvil ne l'empêcheront pas d'aller en prison avec la panoplie du parfait èvadè! Seulement, ce qu'il ne sait pas c'est qu'on peut reconnaître des enfants naturels en prison! C'est tonton Fernand alias Jean Lefebvre qui lui donnera ce petit coup de pouce du destin avec quelques fausses dèclarations de paternitè au passage! ""Trois enfants dans le dèsordre"" n'est pas la meilleure comèdie de Bourvil avec des gags èpais et une mise en scène moyenne de Lèo Joannon! On reconnaitra tout de même quelques gueules au passage comme Robert Dalban en juge, Jacques Legras en inspecteur Bernachon ou Pierre Tornade qui fait une imitation invraisemblable d'une mitraillette! Quand au tube ""Mes copains m'appellent Nounouille"", il frôle le kitsch involontaire! C'est à voir surtout pour le duo Bourvil-Jean Lefebre...",negative,fr
鞋子坏了，打电话给客服说不能维修。郁闷中,negative,zh
"配送速度还可以，但产品一般
买的“双城记”和“傲慢与偏见”都是精装本，到货感觉像旧书一样，封面的硬壳都有褶皱，且边角都磨白了。",neutral,zh
"Imposible colocarlo en el coche
Imposible de colocar en un Ford cmax y por lo que veo en cualquier caso ya que los enganches no hay manera posible de ponerlos como en la foto .",negative,es
"This boutique has something for everyone! The clothing selection is always new and fresh, Cara and Beth are so friendly and helpful!",positive,en
少し薄すぎかも？まっ、値段的に妥当なのかも,neutral,ja
ben daha once 4g kullandi̇m en ufak bi̇ sorun yasamadi̇m 5plusta hep sorunluydu keske bi̇ telefon olsa i̇ci̇ 4g di̇si̇ 5plus olsa derken bu ci̇kti̇ bugun aldi̇m si̇yah vardi̇ baska renk yoktu ama beni̇m ci̇hazi̇n cercevesi̇ 4gyle ayni̇ bazi̇ ci̇hazlari̇n cerceve gri̇ ne fark vark anlayamadi̇m telefona gelecek olursak dunyada androi̇d 7le gelen i̇lk telefonmus i̇si̇nma donma kasma yapmaz di̇ye dusunuyorum cunku 4g oyleydi̇ kamerasi̇ daha geli̇sti̇ri̇lmi̇s sarji̇da bi̇r gunu ci̇kari̇r bence parasi̇na gore guzel telefon hi̇c dusunmeye gerek yok,positive,tr
真的很划算，非常快，非常满意！,positive,zh
"Vergängliche Schönheit
Die Schutzhülle ist wie beschrieben sehr dünn und sieht auch wirklich schön aus. Leider wurde die Rückseite nach einiger Zeit sehr schmutzig und klebrig und ließ auch nicht mehr reinigen. Wer gerne ab und zu eine neue Hülle nutzt, für den ist sie sicherlich das richtige. Für de Preis in Ordnung.",neutral,de
"We came here for lunch yesterday. We ordered the prime burger for each of us and the burger came out tasty and good. The onion marmalade was very good, the patty was soft even when it is well done (it is ground prime rib). The patty is half pound. The burger came with baked potato. The size is big that I can't finish the whole burger, while my husband finished his whole plate including the baked potato. The only down side is that I wish they would put more horseradish aioli on it. \nThe service was good. The waiter was sincere and polite.\n\nAnother up side is that it opens 24 hours so it is very convenient while the price isn't crazy. The decoration was very interesting too as there is a half wall made into an american map, and there is different things pinned on each state. For example, there is an alligator figure on the Florida state, and there is an astronaut figure on Texas.\nThey have a 4-7pm rib eye special. We probably will try it next time.",negative,en
لو ان هناك اقل من نجمه فهي ماتستحقه الروايه مع احترامي الكامل للاخ يحي خان. الروايه اقل اقل مما توقعت. كاني اقراء كتاب قراءه للصف الاول. الاستفهامات تملى الروايه هل ؟متى ؟كيف؟ هل ياترى؟ ...... تبريراتهم انهم لان يخبرو احد بمايواجهونه غير منطقيه الامر فيه حياة او موت لان انتظر مايقوله الناس. علاقة يوسف مع نهى غير منطقيه من رساله احبته وتقابلا وانفصلا . تبرير ياسر انه لن يذهب لطبيب العيون بعد اصابة عينه من الجن بحجة ماذا يقول للطبيب ؟. اما الناس اذا سالوه سيقول بسبب مفتاح او قلم . اذكر هذا للطبيب اذا . في بعض المواقف اتذكر الافلام السينمائيه لا اعلم هل الكاتب اقتبس منها مثل النمل الذي خرج فجأه ومثل ماسيحدث معهم في المنزل الجديد والجنين القادم. النهايه دون المستوى ايضا. مع احترامي للكاتب يحي واتمنى له دوام التوفيق,negative,ar
구시대와 새시대의 미세한 긴장감,neutral,ko
i really feel lousy,negative,en
"Полет над Россией - просто восторг! Очень понравилось, интересно и даже немного захватывающе)\nТочно стоит сходить.\nСеансы каждые 15 минут, сам полет - 8 минут, но все равно здорово☺️",positive,ru
"スマートな見た目のビジネスシューズ
毎日の通勤用に購入。普段26.5のサイズの靴を履いてるので、26.5を購入しましたが、靴下を履いた状態で遊びがなくジャストサイズ。やや窮屈さがあるかな？というかんじでした。冬場ということで厚手の靴下を履くことが多いのでもうワンサイズ大きいのにすれば良かったかなと思っています。 靴自体はシンプルで見た目もよく非常に満足しています。消臭用の中敷がついているのも良かったです。あとはどれだけ耐久性があるかですね",positive,ja
一点都不新鲜 不知道放多久了 不靠谱,negative,zh
Mua lần đầu mà đã được tặng quà 💓.,neutral,vi
"This place on a corner on Jonker Street serves great authentic local vegetarian food. We tried the Ramen soup, tomato soup and veg rojak - which is a traditional Indian Malay delicacy. The food was great, so was the ambience. We went on a weekday afternoon so was not as crowded. However during nights and on weekends it gets pretty crowded. A must visit, especially for veggie food.",positive,en
أعرف جيدا بأن كثيرون سيضعون أيديهم على شفاههم ويشهقون استغرابا لأنني منحت محمد الماغوط العظيم، والرمز، والرائع .. إلخ نجمتان فقط، وسيمتعض البعض من وقاحتي وعدم تقديري لقامة أدبية كالماغوط.. لذلك ولتوفير الكثير من الوقت والكلام، أؤكد بأنني ضد توثين الأدباء وتحويلهم إلى أصنام. وقيمة أي عمل فني بالنسبة لي تكمن في جودته، لا في شهرة صاحبه، وبناء على ذلك أقول:. بأن الكتاب، يشبه تكرار نكتة واحدة خمسمائة مرة، فمهما كانت النكتة رائعة، فإن ردة فعلك تجاهها ستختلف مع مرور الوقت. في البداية قد تنقلب على قفاك من الضبحك، وتسيل من عينيك دموع .. الضحك، ولكن مع الإمعان في تكرارها ستخف الرغبة في الضحك لديك، إلا أن تصل إلى مرحلة القرف من النكتة وصاحبها. وهذا بالضبط ما شعرت به بعد أن وصلت إلى الصفحة ال والأخيرة من هذا الكتاب الذي يكرر نكتة واحدة عشرات المرات,negative,ar
"Tres bien
Fonctionne très bien, très précis. le seul bémol C'est que nous n'avons pas trouvé la pile pour faire fonctionner la lumière",positive,fr
"I share the same sediment as a number of the reviewers; the service does not seem to match the atmosphere and price you pay for the meal. The service was not bad just not what you would hope for when entering that type of restaurant.\n\nThe bartender was very slow to initially even speak to me when I arrived - it was not very busy just not a very attentive bartender.\n\nThe waiter we had was very attentive, actually too attentive that it because a bit annoying - in my opinion good service is not that they are asking if you need anything over and over... it's the wait staff that keeps an eye on you and can \""feel\"" when you might need something and then \""poof\"" they are right there when you need them. This comes with an experienced staff which I think they lack.\n\nThe food was very good but I didn't walk out saying that was worth the money I just spent for the experience. There are far too many places in Las Vegas for me to go back until I begin to read reviews that state the service is going back up.",negative,en
"感觉不像正品
感觉不像正品，做工比较粗糙，已退货，亚马逊上门取件，服务很好",negative,zh
I ordered the mushroom and Gruyere cheese omelette. it was very filling and not too cheesy - just the right amount so it wasn't overpowering. I asked for veggies instead of the potatoes and the only thing they would give me were sliced raw tomatoes. if I wanted anything else (I asked for broccoli) i was going to have to pay for a full side order. so I stuck with the tomato which was disappointing. it also came with 2 pieces of toast and one small jar of jelly. I hate that. And I didn't even get to choose what kind of jelly. they just had a jar of grape on the plate when they dropped it off. But the omelette hit the spot and started my day off right.\n\nThe place was really busy so the service was okay but it took way too long to get the bill. I was by myself and the hostess offered a magazine which I thought was a really nice touch.,negative,en
배역이 자매들이 아니라 그냥 동갑 친구들 같고 너무 안맞다. 연출이 산만하다. 위노나 라이더 주연의 작은아씨들이 훨씬 낫다.,negative,ko
"复古风很赞
我很喜欢这种复古风格，此款保护套做工是很不错的，只是磁力有点小，尤其是放入Kindle后，合上盖就吸不住了。",positive,zh
这个封面太逗了 村长哈哈哈[doge],positive,zh
"通販安価クアッドコプターは…
今回購入したドローンは、プロポ側のトリム調整が最大まで押しても足らないくらい左前に飛びました！ モーターに問題は無く、基盤側の作りが悪いみたいで安いだけの事は有るなと実感出来る程でした。",negative,ja
"Muy comoda
Hizo su función bastante bien",positive,es
ペンホルダーのあるケースを使っていたのですが重いし、結局これを装着して本体やスマートキーボードに貼り付けておくのがいいのかなと。 磁力はかなりありますがカバンの中に入れて持ち歩くとどうしてもどこかへいってしまいますが。,positive,ja
"肩がずり上がる
生地に伸縮性があって着心地は大変良いです。サイズ感は着用画像と同じ感じで着ようとすると通常のサイズでは小さいです。タイトな感じで着るのであれば通常サイズで全く問題ありません。商品自体、着用画像のものとは違うのではないかと思います（他の方の着用画像の商品とも届いた物は明かに違います）Vネックの空き具合も小さくて窮屈に見えますし、ボタンは飾りボタンでボタンの開け閉めは出来ません。そこら中から糸が出ており袖口の縫製は完全にずれています。更に、着ていると肩がすぐにずり上がって来てしまい、袖を引っ張ってカットソーの肩が自分の肩に沿うようにしても少し腕を動かしただけでまたずり上がります。脇ぐりが大きい為ではないかと思いますが非常に不格好です。着用してしまったので返品はしませんが、いくら安くてもこれでは。。。全くオススメしません。",negative,ja
老大，猪肉是怎么了？,neutral,zh
مخيب للأمل. . لم يعجبني التأخير في تنظيف السكن ، فلم نستلمه الا الساعه الخامسة عصرا ، في حين انهم وقت المغادرة ازعحونا من الساعه ظهرا كي نغادر,negative,ar
부적 붙이고 춤추는 장면은 역대급으로 웃겼다,neutral,ko
"Three times I asked for two coax cables to be delivered to my house as I was moving my tv boxes.
Failed to turn up after first phone call,three weeks later promised they were in the post.agsin nothing turned up. Phoned up third time and told they were out for delivery still haven't turned up.
Just lies lies and lies.
I pay over £1,200 a year for this sh£t service.....off to sky when my contract expires.",negative,en
"Started breaking apart after a few weeks
Works okay.. picks up a bit of static at times. Started breaking apart after a few weeks.",negative,en
"Achat simple livraison rapide
Encore un peu tôt pour évaluer le produit, pour la transaction tout c'est très bien passé.",neutral,fr
"Милое, уютное место. \n1. Качество напитков отличное. И кофе, и чаи. \n2. Колоритный интерьер. Посадочных мест немного, но всегда находилось свободное. Нравится как обустроено пространство, есть зарядки для телефонов, приятная не громкая музыка.\n\nИз пожеланий:\n- добавить вид кофе, мягкий орехово-сливочный на вкус. \n- добавить горячих круассанов. на сколько знаю для их приготовления нужно что-то вроде микроволновки, без отдельной кухни.\n\nP. S. Даже без пунктов из пожеланий очень нравится место. Особое спасибо за проектор и фильмы 💚",positive,ru
Good. Satisfied,positive,en
"Bonne poudre métallisé
Je l'utilise pour appliquer sur pâte polymère avant cuisson, très bon résultat",positive,fr
Burada Avrupa Merkez Bankası da bulunmaktadır.,neutral,en
Dusseldorf-Teheran-Bangkok return. Dusseldorf Check-in took less than 5 minutes including waiting in line. The flight between Dusseldorf and Teheran was on time flight attendants very polite and helpful. The food quality is medium as most airlines they seem to save money on food cost. The food quantity is still more than enough. The 3 hour transfer in Teheran is just long enough to stretch the legs and enjoy the voucher to buy some cake or sandwich in the coffee shop. Tax free shopping is limited so it is easier to resist the temptation to spend money - extra bonus is the free Wireless Internet in the terminal. Unfortunately the Iranian internet is censored but normal surfing and email works well. Teheran to Bangkok had about 3 hours delay. The majority of travellers were Iranians and they all stayed calm and nobody complained or started to ask question. The flight was a Boeing 747 and was fully packed. The food quality was the same as in the first leg not premium quality but the quantity is OK. Bangkok to Teheran. I was shocked when I arrived at the check-in at the airport. I have never seen such a long line waiting. Fortunately the passengers with final destination Dusseldorf had a separate check-in desk so had to wait less than 10 mins. The flight was good food as before staff friendly and helpful. A 3 hour stopover in Teheran.Teheran to Dusseldorf was on time food and crew at the same level as other flights. Mahan Air tickets are cheap I paid just 468 Euro for a roundtrip to Thailand and that is a bargain. As people say you get what you pay for and this is true for Mahan air. The planes are old there is almost no inflight entertainment but they try to do a lot with little money. The positive side is the friendly crew very calm and polite passengers a lot of food. When you are travelling on a budget and when you don't care the lack of fancy things than Mahan Air is the airline for you.,positive,en
Böylece İslamiyet’in bölgede etkili olması engellenmiştir.,neutral,en
Na foto o produto parece ser de uma qualidade superior a que realmente é.,negative,pt
"可愛らしいです
可愛らしいピンク色で、分骨用に最適でした。 別途用意すれば良いのだろうけど、収納する小さな袋でも付属していれば尚使いやすいかな。 多少追加でお値段上がっても、あまり色々と調べたり選んだりしている余裕が無いときに購入する物なので、セットになってると良かったです。 （普通は必要無いのかな？）",positive,ja
"sturdy, good zipper
Strong fabric, sturdy, good zipper, easy to use and large size to settle current yarn and projects.",positive,en
"Court film d'une cinquantaine de minutes diffusé à l'occasion du festival Coachella. L'histoire prend des airs de conte et nous offre une véritable hymne à la musique. L’interprétation est impeccable, la photographie envoûtante et la bande son extrêmement soignée. Rien à dire.",positive,fr
马上啦马上啦[打call][哇],neutral,zh
"Mala calidad
De lo peor que he tenido. La rótula me duró muy poco y con un equipo no muy pesado",negative,es
Otimo livro. Ótima qualidade. Chegou no prazo. Recomendo o produto e a loja.,positive,pt
كتاب يسخر من الحياه,neutral,ar
Mushroom croquettes & the fruit smoothies were our favourite. Everything else was pretty localised to Malaysian flavours...far from the authentic standards of Spain. We had better paella in Valencia & better churros dipped in hot chocolate in Madrid.,neutral,en
i like the recovery of my spirit feeling faithful and optimistic knowing in my heart that all is and will be well,positive,en
It was a good burger. The food was plentiful as the name of the restaurant implies. Rihht now they are doing a limited time offer for a orange Creamsicle milkshake that was out of this world!! I honestly wish the serving was bigger. It was thick and creamy and delicious.,neutral,en
"Lightspeed (2006) est sans le moindre doute un pur navet qui durant près de 90 minutes usera de notre patience. Produit par Stan Lee (le créateur de X-Men et de Spider-Man), ce téléfilm est une piètre Série B mettant en scène un agent secret gravement blessé et qui, suite à une exposition à des produits toxiques, se retrouve capable de se déplacer à la vitesse de la lumière. Il décide alors de faire justice lui-même. Scénario ridicule au plus haut point, dialogues consternants, SFX exécrables et acteurs résolument mauvais (malgré la présence de Lee Majors). A titre de comparaison, la série télévisée Flash (1990/1991) était beaucoup plus réussie que cette immondice dénué d'intérêt.",negative,fr
"Были компанией на майские выходные. Пожарили шашлыки, подурачились. Уютное место, лес, много зелени. Оборудованное место с мангалами. Номера комфортные: телевизор, холодильник, сплит, душ, туалет. Всё норм. Беседки-террасы перед каждым номером - удобно завтрак и пр. с видом на природу. Летом попробуем заказать номера на недельку. Понравилось.",positive,ru
"Платье маломерка, рукава короткие. С продавцом не общалась.",neutral,ru
Ai đặt onl thì nên đặt rộng hơn 1 size.,neutral,vi
Drivers purposely dont want to pick up and likes to wait for high demand period,negative,en
Kahverengi bir atı vardır ver bu atın şahin kanatları bulunur.,neutral,en
"ぴったりサイズ。
洗っても皺になりにくいのが良い。 カバーをかけると鳴かなくなる。",positive,ja
My go to places for car items.,neutral,en
"A good while back, I decided to generally shop at Office Depot, mostly to maximize my \""rewards\"" (such as they are). So I rarely go to either OfficeMax or Staples. It also helps that Staples is nowhere near our house.\n\nBut when a particular item was supposed to be on sale, and even in stock according to their web site, and I showed up right at opening time, and they had none? Not the greatest selling point. I get that web inventory is still not quite correct - though I have no idea why it should be off as the store opens.\n\nAs to the store itself? It is nice enough, though since I do not shop there, I really cannot figure out where anything is located. It is a good size, and the appearance is nice, but getting help (as has been mentioned previously) can be difficult, making it even worse. Really makes me not want to go out of my way again.",negative,en
This hotel was wonderful from the time I checked in to the Time I left. The staff made sure I was comfortable and truly made me feel welcome. The layout of the hotel was easy to get around. The breakfast was great.,positive,en
"Em đã đọc tới quyển này là quyển thứ 4 của anh Phong rồi, ban đầu đọc ""Khởi nghiệp bán lẻ"" em đã mạnh dạn mở được một cửa hàng bán lẻ và định hướng phát triển thêm mảng online. Đúng lúc anh Phong ra quyển sách này như bắt được vàng vậy. Em rất tâm đắc với những quyển sách hướng dẫn cách thức kinh doanh của anh Phong, giữa muôn vàn công thức + hướng dẫn trên mạng, thực sự quyển sách này giúp em có thông tin kiến thức nhanh chóng và cụ thể để bắt đầu kinh doanh theo hướng của mình.
Cuốn sách này rất cụ thể từ chỉ cách search google nguồn nhập hàng đến khâu giao hàng như thế nào, và cách thức chăm sóc bán hàng, khuyến mãi. Không chỉ là lý thuyết suông mà còn có rất nhiều thông tin bổ ích như sản phẩm đang là xu hướng kinh doanh, các trang web nhập hàng, đơn vị hỗ trợ nhập hàng từ trung quốc..., xen kẽ là những câu chuyện kinh doanh thành công rất đáng học hỏi.
Đây là cuốn sách đáng đọc và cực kỳ hữu ích cho các bạn đang nung nấu ý tưởng kinh doanh online để tăng thu nhập cho bản thân, cảm ơn tác giả Trí Long và anh Phong rất nhiều.",positive,vi
"i̇ndirimdeyken aldım, 3 günde geldi fakat kargo şirketiyle alakalıydı sanırım. taktım kullandım gayet iyi bi mouse ama biraz küçük",positive,tr
"请考虑顾客隐私
你们一点都不注意顾客的隐私。这让我们顾客很尴尬。快递箱上直接写着里面是什么物品。",negative,zh
"Nice product
Slim and nice looking.",positive,en
"Stayed there with my family at the end of May 2012 for four nights over a weekend. Upon checkout there was a billing issue. The person at the front desk checked with the manager and it was not resolved. The next week, I called their accounting office and they refused to make any adjustments. Very frustrating considering the room rates for what you get.",negative,en
送货很快，但是全部都烂掉了～唉～以后不能在网上买这个热带水果了～,negative,zh
"the service at this hotel is second to none. the concierge Laurelyn, was amazing! she booked us a great restaurant, limo service and was very helpful in showing us where to shop and when. she;s the best. the hotel is located right where you want to be! close to everything, shops, restaurants pubs etc. rooms are updated and very clean.",positive,en
Fish sting,negative,en
"Ugh. The service needs some work. The kitchen sent the meals out for our party of 11 with 5-10 minute gaps between each of us. We all ended up eating separately. Either that, or let each plate get cold. Not a very fun evening. No apologies from anyone. The restaurant lost out on our dessert revenue. Went up the street to spend that for fear that we would be stuck there for another hour. The food is good but it's not really worth the frustration. We'll be back but if this kind of service happens again, I will sadly write this place off.",negative,en
"cô tận tâm , nhiệt tình .",positive,vi
انصحكم في تثبيت هذا التطبيق,positive,ar
"Für den Preis ein no Go
Schade habe ich mir gedacht weil ich dachte das sie viel besser halten würde aber nach der zehnten Benutzung hilft die klemme nicht mehr",neutral,de
真是人才，我也买再去卖赚💰,positive,zh
1부까지 흥미롭게 봤지만 2부에서부터 처지기 시작함..그러나 횟집녀는 대박임 ㅡㅡ;,neutral,ko
Fantastic old Hotel with tremendous old world decor. The location in downtown Chicago is fantastic. Rooms are small and not very well updared. Room was not made by housekeeping which was very disappointing! Bar closed at midnight which really upset my Clients. Had to leave the Hotel for entertainment.,negative,en
"I am long time listener to Wolfley on the radio. I came in to this restaurant with really high hopes. My buddy and I went on Monday night, and while the deal is 20% off steaks on Monday nights, I went with the chicken fried chicken. My appetizer was really good, I had the golden ravioli. My buddy doesn't like ravioli in the least, but I had him try it fried, and he loved it. The multiple televisions had the Saints at the 49ers. A good mix of fans, who showed up mostly a little after kick off. For dinner, as I said previously I had the chicken fried chicken. It was dry, the mashed potatoes it came with were cold, but the gravy was good. My buddy had the buffalo chicken sandwich, and he liked the sauce on the chicken, but the roll was hard. The waffle fries were very good though. As the game progressed, by eyes got the better of me and I had to sample a dessert. I went with the cookies and cream. Hot chocolate chip cookie, Vanilla ice cream, Whipped cream. While I kicked myself after the fact for ordering a dessert, it was very good. One thing I didn't really understand was the lack of beer specials throughout the entire game. I guess Budweiser was 3 dollars for a pint until 7, but it is a football night... at a sports bar... Maybe I'm crazy, but I would expect at least a little more. \n\nThe food while not great, had some high points. My low point of the night was when the bill came. We politely asked the waitress to split the bill, and she obliged. When she brought the separate checks and I went through my itemized bill. The problem is that she brought 2 copies of my buddy's bill. Easily forgiven as human error, I'm happy to forgive. When I got her attention to explain the situation she proceeded to tell me that no, I was wrong and she gave me the right bill. That the 2 descriptions were not the same, and even if they were the change was the only thing that was different between the 2 and so just pay. Now... I've never punished a waitress for the food, or the ambiance, or anything of that sort. I pay her for her SERVICE. I am a 25-35% tipper. I work in customer service and understand how it can be difficult sometimes. This time she got 6% tip. I'm not a customer is always right kinda person, but admitting mistakes is a huge part of customer service. That was TERRIBLE customer service. \n\nAll of this was not a enough to dissuade me from coming again, although next time I will probably sit at the bar, as bartenders normally have a better understanding of customer service. \n\nI want to like Wolfley's, I really do. But as for now, I'm going to have to say I don't.",negative,en
웨이팅 지옥을 견디면 텐 등을 주시는데 정말 맛있어요!! 그리고 토마토가 진짜 별미인 것 같아요 새콤 아삭한 게 텐 등이 느끼해질 때쯤 킥이 된답니다!,positive,ko
Giao hàng không đúng mẫu.,neutral,vi
"Should just change this branch’s name to just Moms since they don’t really make laksa in this branch, came here twice for laksa and twice it took too long",negative,en
"Товар ждала 4 месяца!!Он так и не пришел,открыла спор с продавцом о возврате средств ,так продавец отказался возвращать деньги.Ужасный продавец ,это обман ,никому НЕ СОВЕТУЮ!!!",negative,ru
A bit hot to dine here. Food are ordinary,neutral,en
